"RESPNO";"withinwt_ea";"URBRUR";"REGION";"EA_SVC_A";"EA_SVC_B";"EA_FAC_B";"EA_ROAD_C";"THISINT";"ADULT_CT";"CALLS";"Q1";"Q2";"Q46F";"Q46G";"Q46H";"Q46I";"Q57A";"Q57B";"Q58A";"Q58C";"Q90D";"Q90F";"Q90G";"Q91C";"Q92A";"Q94";"LENGTH";"Q101";"Q102";"Q103"
"CDI0996";0.87261721755883;"Urbain";"GBEKE";"Oui";"Oui";"Non";"Passable";"Femme";"1";"1";"28";"Français";"Plutôt bien";"Plutôt bien";"Plutôt mal";"Plutôt mal";"Non";"Non";"Non";"Non applicable";"Oui (en possède personnellement)";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la concession";"Oui";"Université achevée";64;"Femme";"Noir / Africain";"Français"
"CDI0842";1.46980976288612;"Urbain";"LA ME";"Oui";"Oui";"Oui";"Bonne";"Femme";"7";"1";"23";"Français";"Très mal";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Non";"Non";"Non";"Le vaccin n’est pas efficace/les personnes vaccinées peuvent tout de même contracter la COVID-19";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, hors de la concession";"Oui";"Enseignement primaire achevé";73;"Femme";"Noir / Africain";"Français"
"CDI0974";0.87261721755883;"Urbain";"GBEKE";"Oui";"Oui";"Non";"Passable";"Femme";"7";"1";"21";"Baoulé";"Plutôt mal";"Plutôt bien";"Plutôt bien";"Très bien";"Non";"Non";"Non";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la concession";"Oui";"Enseignement primaire inachevé";82;"Femme";"Noir / Africain";"Français"
"CDI0191";0.75135455952802;"Urbain";"LÔH-DJIBOUA";"Oui";"Oui";"Oui";"Passable";"Femme";"2";"1";"26";"Français";"Très mal";"Très mal";"Très mal";"Très mal";"Non";"Non";"Non";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, hors de la concession";"Oui";"Enseignement secondaire / lycée inachevé";88;"Femme";"Noir / Africain";"Français"
"CDI0450";1.00235418001484;"Rural";"GÔH";"Oui";"Oui";"Oui";"Mauvaise";"Femme";"3";"1";"25";"Bété";"Très mal";"Très mal";"Plutôt mal";"Plutôt mal";"Non";"Oui";"Non";"Non applicable";"Non. Personne dans le ménage n’en possède";"Non. Personne dans le ménage n’en possède";"Non applicable";"Non, pas disponible";"Oui";"Enseignement secondaire / lycée achevé";92;"Femme";"Noir / Africain";"Français"
"CDI1101";0.700658818436144;"Rural";"MORONOU";"Oui";"Non";"Oui";"Passable";"Homme";"3";"1";"38";"Français";"Plutôt bien";"Plutôt mal";"Plutôt bien";"Plutôt bien";"Non";"Non";"Oui";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, hors de la concession";"Oui";"Université inachevée";67;"Homme";"Noir / Africain";"Français"
"CDI0601";0.938330082726679;"Rural";"HAUT-SASSANDRA";"Oui";"Oui";"Oui";"Bonne";"Homme";"6";"1";"33";"Bété";"Très bien";"Très bien";"Très bien";"Très bien";"Non";"Oui";"Oui";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, hors de la concession";"Oui";"Enseignement secondaire / lycée inachevé";93;"Homme";"Noir / Africain";"Français"
"CDI1083";0.882969999920481;"Rural";"MARAHOUE";"Oui";"Non";"Oui";"Passable";"Homme";"4";"1";"52";"Baoulé";"Très mal";"Très mal";"Très mal";"Très mal";"Non";"Non";"Oui";"Non applicable";"Quelqu’un d’autre dans le ménage en possède";"Quelqu’un d’autre dans le ménage en possède";"Non applicable";"Oui, hors de la concession";"Non";"Pas d’enseignement formel";79;"Homme";"Noir / Africain";"Français"
"CDI0658";0.75535930222651;"Rural";"N'ZI";"Oui";"Non";"Oui";"Passable";"Femme";"3";"1";"23";"Baoulé";"Ne sait pas / N’en a pas suffisamment entendu parler";"Très mal";"Plutôt bien";"Plutôt mal";"Non";"Non";"Non";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, hors de la concession";"Oui";"Qualifications post-secondaires autres qu’universitaires (certificat ou diplôme d'école polytechnique)";106;"Femme";"Noir / Africain";"Français"
"CDI0840";1.14086785404215;"Urbain";"MARAHOUE";"Oui";"Non";"Oui";"Passable";"Femme";"1";"1";"38";"Français";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Plutôt mal";"Non";"Oui";"Non";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, à l’intérieur de la concession";"Non";"Pas d’enseignement formel";79;"Femme";"Noir / Africain";"Français"
"CDI0812";0.646999759593573;"Urbain";"LÔH-DJIBOUA";"Oui";"Oui";"Oui";"Passable";"Femme";"1";"1";"36";"Français";"Très mal";"Très mal";"Plutôt bien";"Très mal";"Non";"Non";"Non";"Le vaccin n’est pas sûr";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la concession";"Oui";"Enseignement primaire inachevé";87;"Femme";"Noir / Africain";"Français"
"CDI0896";1.35964340354334;"Rural";"TONKPI";"Oui";"Oui";"Oui";"Bonne";"Femme";"2";"1";"50";"Mahouka";"Plutôt bien";"Plutôt mal";"Plutôt bien";"Plutôt mal";"Non";"Non";"Non";"Ne fait pas confiance au vaccin/Inquiet de recevoir un vaccin faux ou contrefait";"Non. Personne dans le ménage n’en possède";"Quelqu’un d’autre dans le ménage en possède";"Non applicable";"Non, pas disponible";"Non";"Pas d’enseignement formel";75;"Femme";"Noir / Africain";"Français"
"CDI0387";0.8805699266471;"Rural";"HAUT-SASSANDRA";"Non";"Non";"Oui";"Passable";"Femme";"3";"1";"25";"Baoulé";"Plutôt mal";"Très mal";"Plutôt mal";"Très mal";"Non";"Non";"Non";"Non applicable";"Non. Personne dans le ménage n’en possède";"Non. Personne dans le ménage n’en possède";"Non applicable";"Oui, hors de la concession";"Non";"Enseignement primaire inachevé";96;"Femme";"Noir / Africain";"Français"
"CDI1046";0.95286070745725;"Rural";"TONKPI";"Oui";"Oui";"Oui";"Passable";"Femme";"3";"1";"50";"Yacouba";"Plutôt bien";"Très bien";"Plutôt bien";"Plutôt bien";"Non";"Non";"Non";"Ne fait pas confiance au vaccin/Inquiet de recevoir un vaccin faux ou contrefait";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, hors de la concession";"Oui";"Enseignement secondaire / lycée inachevé";100;"Femme";"Noir / Africain";"Français"
"CDI0825";1.04168670561004;"Rural";"TONKPI";"Non";"Non";"Oui";"Bonne";"Homme";"5";"1";"47";"Yacouba";"Très bien";"Très mal";"Très bien";"Très mal";"Non";"Non";"Non";"Non applicable";"Non. Personne dans le ménage n’en possède";"Quelqu’un d’autre dans le ménage en possède";"Non applicable";"Non, pas disponible";"Non";"Enseignement secondaire / lycée inachevé";63;"Homme";"Noir / Africain";"Français"
"CDI0722";1.10948067110132;"Rural";"BAFING";"Non";"Non";"Oui";"Passable";"Homme";"3";"1";"46";"Mahouka";"Très mal";"Très mal";"Très bien";"Plutôt bien";"Non";"Non";"Oui";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, hors de la concession";"Non";"Pas d’enseignement formel";92;"Homme";"Noir / Africain";"Français"
"CDI0192";1.19235920019687;"Urbain";"ABIDJAN";"Oui";"Non";"Oui";"Très mauvaise";"Femme";"2";"1";"25";"Autre";"Très mal";"Très mal";"Plutôt bien";"Plutôt bien";"Non";"Non";"Non";"Non applicable";"Non. Personne dans le ménage n’en possède";"Quelqu’un d’autre dans le ménage en possède";"Non applicable";"Oui, à l’intérieur de la concession";"Oui";"Pas d’enseignement formel";91;"Femme";"Noir / Africain";"Français"
"CDI0382";0.834647290153479;"Rural";"BAGOUE";"Oui";"Oui";"Non";"Mauvaise";"Femme";"9";"1";"42";"Malinké / Dioula";"Plutôt mal";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Non";"Oui";"Non";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, hors de la concession";"Oui";"Enseignement informel seulement  (y compris enseignement coranique )";106;"Femme";"Noir / Africain";"Français"
"CDI0911";1.32863838620573;"Urbain";"MARAHOUE";"Non";"Non";"Oui";"Très mauvaise";"Homme";"6";"1";"23";"Baoulé";"Très mal";"Très mal";"Très mal";"Très mal";"Non";"Oui";"Non";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la concession";"Non";"Pas d’enseignement formel";74;"Homme";"Noir / Africain";"Français"
"CDI0731";1.05873989009456;"Rural";"GONTOUGO";"Oui";"Non";"Oui";"Passable";"Homme";"5";"1";"34";"Koulango";"Plutôt mal";"Plutôt mal";"Plutôt mal";"Plutôt mal";"Non";"Non";"Oui";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, hors de la concession";"Oui";"Enseignement secondaire / lycée inachevé";149;"Homme";"Noir / Africain";"Français"
"CDI0951";1.08348636102727;"Rural";"HAMBOL";"Oui";"Non";"Oui";"Mauvaise";"Femme";"4";"1";"35";"Malinké / Dioula";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Plutôt mal";"Non";"Non";"Oui";"Non applicable";"Oui (en possède personnellement)";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, hors de la concession";"Oui";"Enseignement primaire inachevé";74;"Femme";"Noir / Africain";"Français"
"CDI0732";1.06144079716681;"Rural";"PORO";"Oui";"Non";"Oui";"Très mauvaise";"Homme";"3";"1";"48";"Sénoufo";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Plutôt mal";"Non";"Non";"Oui";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, à l’intérieur de la concession";"Oui";"Enseignement primaire inachevé";112;"Homme";"Noir / Africain";"Français"
"CDI0693";1.0178865241193;"Rural";"HAUT-SASSANDRA";"Oui";"Non";"Oui";"Bonne";"Homme";"4";"1";"59";"Bété";"Très mal";"Plutôt mal";"Plutôt bien";"Plutôt mal";"Non";"Non";"Oui";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Non, pas disponible";"Oui";"Pas d’enseignement formel";63;"Homme";"Noir / Africain";"Français"
"CDI0963";1.10273584641742;"Rural";"LÔH-DJIBOUA";"Oui";"Oui";"Oui";"Mauvaise";"Femme";"2";"1";"32";"Dida";"Très mal";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Non";"Non";"Non";"Il est trop difficile d’obtenir le vaccin, par exemple, il faut mener de longs trajets";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, à l’intérieur de la concession";"Oui";"Enseignement secondaire / lycée achevé";90;"Femme";"Noir / Africain";"Français"
"CDI0488";1.00235418001484;"Rural";"GÔH";"Oui";"Oui";"Oui";"Mauvaise";"Homme";"1";"1";"58";"Français";"Très mal";"Plutôt bien";"Très mal";"Plutôt bien";"Non";"Oui";"Oui";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la concession";"Oui";"Enseignement secondaire / lycée inachevé";82;"Homme";"Noir / Africain";"Français"
"CDI0292";1.17227989337311;"Urbain";"BAGOUE";"Oui";"Oui";"Oui";"Bonne";"Homme";"2";"1";"28";"Français";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Non";"Non";"Non";"Dieu me protègera";"Oui (en possède personnellement)";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la concession";"Oui";"Enseignement secondaire / lycée inachevé";90;"Homme";"Noir / Africain";"Français"
"CDI0424";1.05603002341713;"Rural";"HAUT-SASSANDRA";"Oui";"Oui";"Oui";"Bonne";"Femme";"5";"1";"53";"Autre";"Très bien";"Très bien";"Très bien";"Très bien";"Non";"Non";"Oui";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la maison";"Oui";"Enseignement secondaire / lycée inachevé";94;"Femme";"Noir / Africain";"Français"
"CDI0837";1.14086785404215;"Urbain";"MARAHOUE";"Oui";"Non";"Oui";"Passable";"Homme";"5";"1";"24";"Gouro";"Plutôt mal";"Plutôt mal";"Plutôt bien";"Plutôt mal";"Non";"Non";"Non";"Le vaccin n’est pas sûr";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, à l’intérieur de la concession";"Oui";"Enseignement primaire inachevé";72;"Homme";"Noir / Africain";"Français"
"CDI1067";0.96121448550732;"Rural";"TCHOLOGO";"Non";"Non";"Oui";"Mauvaise";"Femme";"5";"1";"25";"Français";"Plutôt mal";"Plutôt mal";"Plutôt mal";"Plutôt mal";"Non";"Oui";"Oui";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, hors de la concession";"Non";"Enseignement secondaire / lycée inachevé";85;"Femme";"Noir / Africain";"Français"
"CDI0605";0.984641085060789;"Rural";"PORO";"Oui";"Non";"Oui";"Passable";"Homme";"1";"1";"49";"Français";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Très mal";"Non";"Oui";"Oui";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, à l’intérieur de la concession";"Oui";"Enseignement primaire inachevé";82;"Homme";"Noir / Africain";"Français"
"CDI0939";0.793641105165199;"Urbain";"INDENIE-DJUABLIN";"Oui";"Oui";"Oui";"Bonne";"Femme";"1";"1";"25";"Français";"Plutôt mal";"Plutôt bien";"Plutôt mal";"Plutôt mal";"Non";"Non";"Non";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la maison";"Oui";"Enseignement secondaire / lycée inachevé";79;"Femme";"Noir / Africain";"Français"
"CDI0276";0.905259919487313;"Urbain";"ABIDJAN";"Oui";"Oui";"Oui";"Bonne";"Homme";"1";"1";"28";"Français";"Très mal";"Plutôt bien";"Très mal";"Très mal";"Non";"Non";"Oui";"Non applicable";"Quelqu’un d’autre dans le ménage en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la maison";"Oui";"Enseignement secondaire / lycée inachevé";101;"Homme";"Noir / Africain";"Français"
"CDI0390";0.8805699266471;"Rural";"HAUT-SASSANDRA";"Non";"Non";"Oui";"Passable";"Homme";"10";"1";"39";"Français";"Plutôt mal";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Non";"Non";"Non";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Non, pas disponible";"Non";"Pas d’enseignement formel";77;"Homme";"Noir / Africain";"Français"
"CDI0201";1.33054725076186;"Rural";"INDENIE-DJUABLIN";"Non";"Non";"Non";"Passable";"Homme";"1";"1";"46";"Français";"Très mal";"Plutôt bien";"Plutôt bien";"Plutôt mal";"Non";"Non";"Oui";"Non applicable";"Quelqu’un d’autre dans le ménage en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, hors de la concession";"Non";"Enseignement primaire inachevé";103;"Homme";"Noir / Africain";"Français"
"CDI0821";0.980081257504833;"Rural";"WORODOUGOU";"Oui";"Oui";"Oui";"Très mauvaise";"Homme";"20";"1";"37";"Autre";"Très mal";"Plutôt bien";"Plutôt mal";"Plutôt bien";"Non";"Non";"Oui";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, hors de la concession";"Oui";"Enseignement primaire achevé";99;"Homme";"Noir / Africain";"Français"
"CDI1050";1.03689730828206;"Rural";"MORONOU";"Oui";"Non";"Oui";"Passable";"Femme";"2";"1";"20";"Français";"Plutôt bien";"Plutôt mal";"Très mal";"Très mal";"Non";"Non";"Non";"Non applicable";"Quelqu’un d’autre dans le ménage en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, hors de la concession";"Non";"Enseignement primaire inachevé";73;"Femme";"Noir / Africain";"Français"
"CDI0899";1.35964340354334;"Rural";"TONKPI";"Oui";"Oui";"Oui";"Bonne";"Homme";"1";"1";"39";"Yacouba";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Très bien";"Non";"Non";"Oui";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Oui, à l’intérieur de la maison";"Oui";"Enseignement primaire inachevé";92;"Homme";"Noir / Africain";"Français"
"CDI0681";0.81608709597603;"Urbain";"PORO";"Oui";"Oui";"Oui";"Très bonne";"Homme";"4";"1";"53";"Sénoufo";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Plutôt bien";"Non";"Non";"Oui";"Non applicable";"Oui (en possède personnellement)";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la concession";"Oui";"Enseignement secondaire / lycée achevé";179;"Homme";"Noir / Africain";"Français"
"CDI1169";1.00051429692484;"Rural";"BELIER";"Non";"Non";"Oui";"Mauvaise";"Homme";"3";"1";"50";"Baoulé";"Plutôt mal";"Très mal";"Plutôt bien";"Plutôt bien";"Non";"Non";"Non";"Ne fait pas confiance au vaccin/Inquiet de recevoir un vaccin faux ou contrefait";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Non (N’a pas accès à l’internet)";"Non, pas disponible";"Non";"Enseignement primaire inachevé";87;"Homme";"Noir / Africain";"Français"
"CDI0465";1.14655986531007;"Urbain";"PORO";"Oui";"Non";"Oui";"Passable";"Femme";"2";"1";"37";"Français";"Plutôt mal";"Plutôt mal";"Plutôt mal";"Plutôt mal";"Non";"Non";"Non";"Je ne cours aucun risque ou risque faible de choper la COVID-19/Faible risque de contracter la COVID-19";"Non. Personne dans le ménage n’en possède";"Non. Personne dans le ménage n’en possède";"Non applicable";"Oui, à l’intérieur de la maison";"Oui";"Enseignement primaire inachevé";99;"Femme";"Noir / Africain";"Français"
"CDI0562";1.07143000630162;"Urbain";"GBEKE";"Oui";"Oui";"Oui";"Bonne";"Homme";"2";"1";"24";"Autre";"Très mal";"Plutôt bien";"Plutôt bien";"Plutôt mal";"Non";"Oui";"Oui";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Oui, à l’intérieur de la concession";"Oui";"Enseignement secondaire / lycée achevé";88;"Homme";"Noir / Africain";"Français"
"CDI0990";1.20174861090412;"Rural";"SAN-PEDRO";"Non";"Non";"Oui";"Passable";"Femme";"4";"1";"19";"Malinké / Dioula";"Très bien";"Plutôt mal";"Plutôt mal";"Plutôt mal";"Non";"Non";"Oui";"Non applicable";"Non. Personne dans le ménage n’en possède";"Oui (en possède personnellement)";"Oui (A accès à l’internet)";"Non, pas disponible";"Non";"Enseignement secondaire / lycée inachevé";59;"Femme";"Noir / Africain";"Français"
